pl_name,hostname,discoverymethod,disc_year,disc_facility
Kepler-607 c,Kepler-607,Transit,2021,Kepler
Kepler-607 c,Kepler-607,Transit,2021,Kepler
Kepler-607 c,Kepler-607,Transit,2021,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-608 b,Kepler-608,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-609 b,Kepler-609,Transit,2016,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-61 b,Kepler-61,Transit,2013,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 b,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-610 c,Kepler-610,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-611 b,Kepler-611,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-612 b,Kepler-612,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-613 b,Kepler-613,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-614 b,Kepler-614,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-615 b,Kepler-615,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 b,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 c,Kepler-616,Transit,2016,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-616 d,Kepler-616,Transit,2021,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-617 b,Kepler-617,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 b,Kepler-618,Transit,2016,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-618 d,Kepler-619,Transit,2023,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 b,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-619 c,Kepler-619,Transit,2016,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 b,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 c,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 d,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 e,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-62 f,Kepler-62,Transit,2013,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-620 b,Kepler-620,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-621 b,Kepler-621,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-622 b,Kepler-622,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-623 b,Kepler-623,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-624 b,Kepler-624,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 b,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-625 c,Kepler-625,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-626 b,Kepler-626,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-627 b,Kepler-627,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-628 b,Kepler-628,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-629 b,Kepler-629,Transit,2016,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-63 b,Kepler-63,Transit,2013,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-630 b,Kepler-630,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-631 b,Kepler-631,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-632 b,Kepler-632,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 b,Kepler-633,Transit,2016,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-633 c,Kepler-633,Transit,2021,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-634 b,Kepler-634,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-635 b,Kepler-635,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-636 b,Kepler-636,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-637 b,Kepler-637,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-638 b,Kepler-638,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-639 b,Kepler-639,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-640 b,Kepler-640,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-641 b,Kepler-641,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-642 b,Kepler-642,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-643 b,Kepler-643,Transit,2016,Kepler
Kepler-644 b,Kepler-644,Transit,2016,Kepler
